Attrition_Flag,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
1,0.5785981137280036,0,2,1.252010383609957,3,1,3,0.10410941510443594,0.27612236789829164,0.12122968156926377,0.508,0.05913640263082642,0.2741935483870968,0.517,0.142,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,-0.6650813457347027,1,4,-0.8724469751875931,3,3,3,0.9664124168246281,0.0,0.9678092313041463,0.535,0.047755218758936235,0.1935483870967742,0.619,0.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-0.9138172376272439,0,1,-1.1223831350461284,3,1,2,0.03814352267539763,0.8820023837902264,0.013820879089038913,1.595,0.13674578209894195,0.3951612903225806,1.36,0.822,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.3298622218354624,0,2,0.12729766424654815,5,1,4,0.04521777511737516,0.9459674215335717,0.015936024106858286,0.762,0.1650557620817844,0.43548387096774194,0.778,0.812,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,-1.2869210754660558,0,3,0.002329584317280495,5,2,4,0.13035065920544658,0.6042908224076281,0.12244661431924203,0.837,0.09408064054904204,0.4112903225806452,0.605,0.265,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,1.2004378434593568,1,2,0.002329584317280495,6,3,2,0.7775238302542197,0.6146205800556218,0.7419523078260366,0.487,0.058621675722047475,0.22580645161290325,0.267,0.057,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-1.162553129519785,1,3,0.002329584317280495,5,2,4,0.3443921433473307,0.0,0.37165705676122046,0.774,0.11529882756648557,0.3548387096774194,0.588,0.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,-1.2869210754660558,0,2,-0.7474788952583253,6,2,3,0.03765981310671541,0.5856177989670243,0.03497232926723264,1.042,0.1050042893909065,0.33064516129032256,1.04,0.549,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,1.9466455191369805,1,1,1.6269146233977598,3,1,2,0.03019254664018358,0.55621771950735,0.02995972532089358,0.779,0.06525593365742065,0.1774193548387097,1.0,0.574,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.908760805197409,0,0,-1.4972873748339313,3,2,4,0.0722148154194518,0.55502582439412,0.07032132819517284,0.88,0.11329711181012297,0.43548387096774194,1.0,0.365,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,-0.540713399788432,1,4,-0.12263849561198716,5,2,2,1.0000000000000002,0.6587206992451331,0.9519601309651436,1.095,0.13869030597655133,0.4435483870967742,0.711,0.048,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
0,-1.0381851835735145,1,2,-0.37257465547052243,6,3,4,0.136094710333548,0.4374255065554231,0.14012111378321213,0.942,0.07789533886188162,0.1935483870967742,1.125,0.185,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
1,-0.16760956194962015,1,3,-0.4975427353997901,2,3,2,0.35442911689748685,0.0,0.3812766204039058,0.512,0.05227337718044038,0.22580645161290325,0.583,0.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.454230167781733,0,2,0.12729766424654815,3,2,4,0.01586265066797269,0.5391338895510528,0.017471677338973722,0.689,0.07726622819559623,0.33064516129032256,0.7,0.691,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,1.449173735351898,1,3,2.2517550230440984,4,3,3,0.522246105382176,0.4060389352403655,0.5125025352765625,0.682,0.057992565055762085,0.25806451612903225,0.615,0.055,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.4112890214123264,1,2,-1.7472235346924665,3,1,4,0.04790840959317003,0.5701231624950338,0.045924724017037066,0.62,0.08064054904203603,0.1935483870967742,0.619,0.475,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,1.449173735351898,1,3,2.1267869431148303,4,1,2,0.14102250156449816,0.7143424711958681,0.12464868310491699,0.705,0.05478981984558193,0.1935483870967742,0.619,0.295,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
0,-0.540713399788432,1,5,-0.2476065755412548,3,3,3,0.2771867451485442,1.0,0.23431750354938718,1.197,0.07966828710323134,0.24193548387096775,0.538,0.237,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-1.7843928592511382,0,0,-1.4972873748339313,3,3,4,0.04470383370065029,1.0,0.011502911946223162,0.833,0.11215327423505864,0.40322580645161293,0.875,0.863,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-1.4112890214123264,1,4,-0.7474788952583253,4,3,4,1.0000000000000002,0.4044497417560588,0.9705038681076696,1.129,0.10523305690591936,0.3629032258064516,0.774,0.029,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0.5785981137280036,1,1,0.7521380638928864,6,2,2,0.7182694080906472,1.0,0.6570567612204097,0.721,0.1425221618530169,0.3870967741935484,0.812,0.1,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
0,2.0710134650832512,1,2,0.002329584317280495,5,2,4,0.039443492141231114,0.7210965435041716,0.026801495088807116,0.567,0.04003431512725193,0.12096774193548386,1.273,0.662,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-0.540713399788432,1,3,-0.37257465547052243,4,2,4,0.052594346039779076,0.7151370679380215,0.03984006026714572,0.89,0.23420074349442382,0.6129032258064515,0.623,0.566,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-1.0381851835735145,1,2,0.002329584317280495,5,3,4,0.30249080196023304,0.5077473182359953,0.29446875090545593,1.31,0.11341149556762939,0.2741935483870968,0.913,0.112,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-2.1574966970899503,1,1,0.002329584317280495,3,1,3,0.0,0.0,0.041587228001043086,0.742,0.09345152988275665,0.25,0.577,0.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.9517019515668155,1,2,-0.2476065755412548,4,3,4,0.14960834640860762,0.6344854986094557,0.13870135890823748,0.689,0.04483843294252217,0.12903225806451613,0.529,0.25,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,-1.6600249133048677,1,2,-1.997159694551002,4,3,3,0.12753909733748117,0.7119586809694081,0.11189986381943036,0.904,0.08029739776951673,0.2903225806451613,0.769,0.317,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.3298622218354624,1,2,0.12729766424654815,5,3,3,0.03536219265547485,0.6313071116408423,0.029438182713760034,0.982,0.08939090649127825,0.29838709677419356,0.516,0.609,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.2919775078958908,0,2,0.12729766424654815,4,5,4,0.05335014224084505,0.8247914183551848,0.0325674383565613,0.543,0.05278810408921933,0.22580645161290325,1.0,0.648,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,1.3248057894056273,1,3,0.25226574417581576,5,3,3,0.03125066132167594,0.9761620977353993,0.00034769507142236257,0.693,0.05044323706033743,0.18548387096774194,0.737,0.994,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
0,0.7029660596742743,0,3,0.877106143822154,4,3,3,0.02142531070781826,0.46603098927294395,0.028134326195926172,0.653,0.048155561910208755,0.217741935483871,0.37,0.546,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,0.7029660596742743,0,3,1.0020742237514217,4,1,3,0.059789525873927156,0.812077870480731,0.03966621273143454,0.994,0.0808693165570489,0.3064516129032258,0.92,0.598,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-1.2869210754660558,1,2,-0.7474788952583253,4,2,4,0.005069880916750563,0.3170441001191895,0.023324544374583492,0.59,0.09831283957678011,0.28225806451612906,1.045,0.497,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0,1.076069897513086,1,4,0.002329584317280495,4,2,2,0.692239786925935,0.34008740564163686,0.6802364326485673,0.459,0.0523305690591936,0.18548387096774194,0.65,0.035,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-2.0331287511436793,0,1,-1.997159694551002,5,2,3,0.10858372861474652,0.5272149384187524,0.10720598035522846,0.803,0.11512725193022591,0.4919354838709677,0.775,0.264,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-2.530600534928762,0,0,-2.8719362540558753,6,3,4,0.06284294252623371,0.4747715534366309,0.06719207255237157,0.556,0.09979982842436375,0.3064516129032258,0.5,0.34,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
0,0.20549427588919172,1,3,0.002329584317280495,3,2,3,0.18023320847580093,0.2526817640047676,0.19589719815721612,0.972,0.06050900772090363,0.33064516129032256,0.5,0.086,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0.8273340056205448,0,2,0.002329584317280495,6,2,4,0.04588287577431322,0.5526420341676599,0.04525830846347753,0.698,0.09185015727766657,0.4274193548387097,0.575,0.471,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,0.8273340056205448,1,2,0.002329584317280495,1,3,2,0.34282008724911345,0.20143027413587605,0.3554602613507954,0.967,0.035630540463254215,0.14516129032258063,0.4,0.04,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,1.449173735351898,0,2,1.1270423036806894,3,3,4,0.01522778185907727,0.6102502979737783,0.011676759481934343,0.615,0.04924220760651987,0.22580645161290325,0.407,0.791,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,-1.7843928592511382,1,2,-1.247351214975396,5,1,3,0.8622939321657794,0.3134684147794994,0.8451597948599079,0.833,0.10448956248212754,0.4758064516129032,0.605,0.026,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0.20549427588919172,1,4,-0.12263849561198716,5,3,4,0.9780819101690869,0.0,0.9789934227682323,0.712,0.059250786388332866,0.25,0.577,0.0,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
0,0.20549427588919172,1,5,-0.2476065755412548,5,0,2,0.49032127384914914,0.8017481128327374,0.4530466780633385,0.55,0.06702888189877038,0.2338709677419355,0.95,0.114,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0.9517019515668155,1,1,1.0020742237514217,4,3,2,0.041801576288556956,0.9594755661501788,0.011676759481934343,0.441,0.05198741778667429,0.2096774193548387,0.8,0.856,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,1.5735416812981686,1,0,1.3769784635392246,6,3,4,0.0012304362153354106,0.31267381803734606,0.019963492017500653,0.865,0.09316557048899057,0.48387096774193544,0.556,0.532,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-1.4112890214123264,1,2,0.002329584317280495,3,3,2,0.0,0.0,0.041587228001043086,1.623,0.1133543036888762,0.3629032258064516,0.897,0.0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-1.162553129519785,1,4,-1.1223831350461284,5,1,4,0.16387777868473324,0.7016289233214144,0.14748065946165212,1.186,0.1449814126394052,0.3709677419354839,0.697,0.257,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
0,-1.2869210754660558,1,3,0.002329584317280495,3,2,3,0.059426743697415484,0.6229638458482321,0.05311042215976589,1.055,0.10843580211609952,0.4435483870967742,0.857,0.461,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
0,-2.530600534928762,1,0,-2.62200009419734,4,1,3,0.02175786103628729,0.6734207389749702,0.013328311071190566,0.766,0.07566485559050615,0.13709677419354838,0.588,0.785,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
1,-1.4112890214123264,0,3,-1.7472235346924665,1,2,1,0.013655725760860042,0.26460071513706795,0.035377973517225395,0.691,0.05564769802688019,0.2096774193548387,0.5,0.352,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,-0.7894492916809732,1,1,0.002329584317280495,6,3,4,0.512360291072233,0.35359555025824396,0.506852490365949,0.361,0.06794395195882186,0.2661290322580645,0.483,0.048,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.9138172376272439,0,2,-0.4975427353997901,4,2,4,0.12684376483250046,0.8172427493047278,0.10355518210529366,1.399,0.13697454961395483,0.4274193548387097,0.969,0.365,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-1.7843928592511382,1,0,-1.247351214975396,6,2,3,0.12212759653784877,0.5923718712753278,0.11543476371222439,1.304,0.11129539605376038,0.3629032258064516,0.571,0.272,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,-1.4112890214123264,1,1,-1.997159694551002,6,3,4,0.3509222225245407,0.4676201827572507,0.3438124764581462,1.214,0.11958821847297685,0.3387096774193548,0.733,0.09,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,-0.9138172376272439,1,2,-0.6225108153290577,5,3,2,0.2191415969066773,0.45530393325387364,0.21841045403181408,1.8,0.10117243351444097,0.18548387096774194,1.357,0.132,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.8273340056205448,0,2,0.502201904034351,6,2,4,0.14316896277552552,0.5645609852999602,0.1376292991046852,0.669,0.08767515012868173,0.3387096774193548,0.793,0.23,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-2.530600534928762,0,0,-2.8719362540558753,5,1,2,0.1274786336413959,0.0,0.16376437863993276,0.842,0.10305976551329712,0.4112903225806452,0.649,0.0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-1.7843928592511382,1,0,-1.247351214975396,5,2,3,0.11967881684639503,0.7087802940007946,0.10459826731956075,0.904,0.08841864455247356,0.31451612903225806,0.633,0.331,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0.9517019515668155,1,2,1.252010383609957,6,1,2,0.8170670874939915,0.0,0.8246747602352738,0.696,0.06765799256505577,0.217741935483871,1.056,0.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-1.2869210754660558,0,3,-1.1223831350461284,4,2,4,0.06063601761912105,0.9698053237981724,0.028974589285196882,1.563,0.12342007434944238,0.33064516129032256,0.545,0.709,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-0.16760956194962015,0,3,0.12729766424654815,4,1,3,0.02012534124198479,0.5033770361541517,0.0241648074638542,0.677,0.06988847583643124,0.20161290322580644,1.059,0.602,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.3298622218354624,1,3,0.12729766424654815,4,1,4,0.4284366809058671,0.8136670639650377,0.39286645611798454,0.657,0.08041178152702316,0.3870967741935484,0.526,0.131,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,2.195381411029522,0,0,2.1267869431148303,4,1,3,0.12164388696916656,0.7405641636869289,0.1041636484802828,0.67,0.057935373177008864,0.20161290322580644,0.667,0.341,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-1.908760805197409,1,1,-1.7472235346924665,5,1,3,0.03769004495475805,0.6277314263011522,0.03192999739228697,0.727,0.0647412067486417,0.2096774193548387,0.636,0.588,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,0.3298622218354624,0,3,0.002329584317280495,5,1,2,0.11487195300761543,0.5423122765196663,0.11213166053371194,1.027,0.07572204746925937,0.2661290322580645,1.263,0.261,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,-1.7843928592511382,0,3,-1.7472235346924665,4,2,4,0.09440499188274881,0.8061183949145808,0.07327673630226292,0.768,0.07800972261938804,0.22580645161290325,0.52,0.445,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.8273340056205448,1,2,0.37723382410508344,3,2,3,0.35228265568645944,0.3913388955105284,0.3506794541187379,0.322,0.05387474978553046,0.217741935483871,0.276,0.075,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-2.0331287511436793,0,1,0.002329584317280495,3,2,2,0.17077064003845494,0.4211362733412793,0.174542925854026,0.709,0.06874463826136688,0.217741935483871,0.609,0.15,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-1.535656967358597,1,4,0.002329584317280495,6,3,2,1.0000000000000002,1.0,0.9270709587691595,0.975,0.08344295110094367,0.2903225806451613,1.3,0.073,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
0,-0.6650813457347027,1,1,-0.4975427353997901,3,2,4,0.2668776849660043,0.5522447357965833,0.257091530727552,0.593,0.06920217329139262,0.25806451612903225,0.556,0.135,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0,-1.6600249133048677,0,2,-1.6222554547631989,4,2,4,0.1600383339833181,0.0,0.1949700113000898,0.856,0.06485559050614813,0.28225806451612906,0.731,0.0,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
0,1.2004378434593568,1,2,0.12729766424654815,3,1,2,0.324771673967658,0.6762018275725069,0.30353779735172254,0.834,0.055361738633114096,0.18548387096774194,0.5,0.14,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-1.2869210754660558,1,3,-1.1223831350461284,3,1,2,0.1698334527491331,0.0,0.2043577782284936,0.815,0.07028881898770376,0.20161290322580644,0.842,0.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.4112890214123264,1,1,-1.3723192949046636,6,1,2,0.3907980300927815,0.0,0.41613305131399764,0.61,0.10180154418072634,0.41935483870967744,0.632,0.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-2.4062325889824914,1,0,0.002329584317280495,3,2,4,0.3033675255534696,0.32936034962256655,0.3083186045837801,0.707,0.0936231055190163,0.25,0.519,0.072,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,-0.04324161600334952,1,1,0.25226574417581576,5,2,4,0.6819609585914378,1.0,0.6222582794888882,0.488,0.04741206748641694,0.15322580645161288,0.381,0.105,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.20549427588919172,1,2,-0.37257465547052243,4,2,4,0.04715261339210406,0.710766785856178,0.034943354677947444,0.807,0.07520732056048042,0.16935483870967744,0.348,0.597,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-1.0381851835735145,1,1,-0.6225108153290577,6,3,3,0.02922512750281913,0.6170043702820819,0.024599426303132152,1.156,0.11398341435516157,0.24193548387096775,0.667,0.646,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-1.2869210754660558,1,1,-1.247351214975396,3,4,2,0.6194112649912177,0.512912197059992,0.5978327007214673,0.864,0.08212753788961968,0.217741935483871,0.542,0.059,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,1.2004378434593568,1,1,0.002329584317280495,4,1,2,0.07460313141482028,0.735399284862932,0.05945585721322401,0.73,0.07600800686302546,0.18548387096774194,0.833,0.474,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.7843928592511382,1,1,-1.1223831350461284,5,3,3,0.25971273697989883,0.24076281287246723,0.27294063106655464,0.727,0.09619674006291107,0.3870967741935484,0.657,0.06,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-1.2869210754660558,1,2,-0.7474788952583253,3,3,4,0.10568147120265317,0.5975367500993246,0.09929591748036973,1.52,0.12793823277094654,0.25806451612903225,0.448,0.305,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-1.4112890214123264,0,2,-2.62200009419734,5,2,2,0.3761960474881869,0.5768772348033373,0.3600672210471417,0.771,0.12439233628824709,0.4919354838709677,0.511,0.105,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,-1.7843928592511382,1,1,-1.4972873748339313,4,2,2,0.08095181950377445,0.4858959078267779,0.08373656303421899,0.73,0.06559908492993995,0.22580645161290325,0.52,0.297,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
0,1.2004378434593568,0,2,0.002329584317280495,4,1,2,0.37686114814512495,0.24831148192292413,0.38466664735027384,0.673,0.15104375178724622,0.4596774193548387,0.595,0.045,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-1.162553129519785,0,4,0.002329584317280495,4,1,4,0.03236923969925359,0.4545093365117203,0.03946339060643816,0.692,0.07400629110666286,0.22580645161290325,0.583,0.456,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,-1.0381851835735145,0,1,-1.7472235346924665,3,3,3,0.031613443498187614,0.8537941994437823,0.009619563642685364,0.669,0.03946239633971976,0.14516129032258063,0.647,0.865,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-1.4112890214123264,1,3,0.002329584317280495,5,1,3,0.040562070518808745,0.0,0.08046243444499175,0.565,0.1120388904775522,0.4596774193548387,0.811,0.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.20549427588919172,1,4,0.002329584317280495,6,3,4,0.5037744462281235,0.5486690504568931,0.4843971836699215,0.513,0.05581927366313984,0.1774193548387097,0.143,0.076,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,-2.1574966970899503,1,0,-2.247095854409537,4,3,4,0.0935282682895123,0.0,0.13122591487265667,0.734,0.07863883328567343,0.3629032258064516,0.528,0.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,-1.6600249133048677,1,2,-0.9974150551168607,4,2,2,0.6336806972673433,0.5685339690107271,0.6074522643641527,1.019,0.10752073205604804,0.41935483870967744,0.722,0.064,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-0.9138172376272439,0,1,-0.2476065755412548,6,5,3,0.0922282988236788,0.9924513309495431,0.05760148349897141,0.779,0.09396625679153561,0.3870967741935484,0.568,0.556,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
0,-2.4062325889824914,0,0,-1.7472235346924665,4,1,2,0.012869697711751428,0.5498609455701231,0.013820879089038913,0.904,0.06588504432370604,0.1774193548387097,0.391,0.742,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-1.908760805197409,1,1,-1.3723192949046636,5,3,3,0.0150161589227788,0.410409217322209,0.026048155767391997,0.623,0.1136974549613955,0.40322580645161293,1.0,0.534,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-0.16760956194962015,1,4,0.12729766424654815,5,2,4,0.16161039008153533,0.3539928486293206,0.17066033088980964,1.047,0.0794967114669717,0.14516129032258063,0.556,0.131,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-1.4112890214123264,1,2,0.002329584317280495,4,2,4,0.5347620904718284,0.7469209376241558,0.49963781763393506,0.788,0.0771518444380898,0.18548387096774194,0.571,0.098,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
0,1.076069897513086,1,2,0.12729766424654815,5,2,3,0.9433152849200519,0.6162097735399285,0.9007330571089155,0.488,0.046725764941378325,0.16129032258064518,0.304,0.048,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,1.82227757319071,1,1,1.3769784635392246,5,3,4,0.0,0.33651172030194676,0.017045750876481323,0.436,0.05072919645410352,0.2661290322580645,0.483,0.589,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
0,-1.162553129519785,0,1,-0.6225108153290577,5,2,2,0.02958790967933079,0.766388557806913,0.014052675803320489,0.886,0.07223334286531313,0.25806451612903225,0.556,0.798,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.0811263299429211,1,5,-0.2476065755412548,3,1,2,0.4886887540548467,0.4223281684545093,0.47915278300930086,1.065,0.13680297397769517,0.43548387096774194,0.641,0.06,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,1.076069897513086,0,2,1.252010383609957,6,1,4,0.044008501195669604,0.8251887167262614,0.023585315678150264,0.574,0.028996282527881043,0.12096774193548386,0.562,0.718,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,-1.162553129519785,1,5,-1.247351214975396,2,1,2,0.46229635071362274,0.7771156138259833,0.4279836583316432,0.675,0.07034601086645696,0.2661290322580645,0.536,0.117,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.2869210754660558,0,0,-1.1223831350461284,6,3,2,0.05573845823621353,0.7322208978943187,0.041607510213542725,0.625,0.12033171289676867,0.5564516129032258,0.646,0.562,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-2.530600534928762,1,0,-1.8721916146217341,6,2,3,0.00706518288756474,0.3802145411203814,0.02062990757106018,0.576,0.09087789533886188,0.1935483870967742,0.417,0.572,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.16760956194962015,0,3,0.002329584317280495,4,3,3,0.20203037091454365,0.6336909018673024,0.18900124590733924,0.743,0.08029739776951673,0.28225806451612906,0.5,0.196,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,1.6979096272444392,1,0,1.6269146233977598,5,1,4,0.05271527343194963,0.7659912594358363,0.0362472111957813,0.509,0.04134972833857592,0.20161290322580644,0.4,0.606,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1,-2.0331287511436793,1,1,0.002329584317280495,6,2,4,0.10952091590406832,0.0,0.14655347260452584,0.911,0.045696311123820416,0.22580645161290325,0.462,0.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
0,-0.9138172376272439,1,4,-0.9974150551168607,5,3,3,0.1446805551776575,0.754072308303536,0.12525714947990613,1.103,0.14320846439805549,0.3870967741935484,0.706,0.305,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0.20549427588919172,0,4,0.002329584317280495,6,1,4,0.031008806537334822,0.7417560588001589,0.01721090603540695,0.6,0.04054904203603088,0.20161290322580644,1.333,0.758,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-0.9138172376272439,1,3,-0.37257465547052243,4,3,2,0.06163366860452813,0.7449344457687723,0.04633036826702982,0.907,0.07932513583071205,0.3225806451612903,1.083,0.539,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-1.0381851835735145,1,2,-1.4972873748339313,5,2,2,0.05452918431450798,0.8247914183551848,0.033697447338683975,0.612,0.07612239062053189,0.2903225806451613,0.533,0.64,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0.0811263299429211,1,1,0.6271699839636188,3,1,4,0.7987163557321095,0.5220500595947557,0.7690145742184105,0.676,0.07217615098655991,0.3467741935483871,0.559,0.047,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-2.530600534928762,1,0,-1.997159694551002,6,2,3,0.0,0.19666269368295589,0.02724480630487063,1.062,0.11644266514154991,0.24193548387096775,0.333,0.344,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,0.3298622218354624,1,3,0.002329584317280495,5,2,4,1.0000000000000002,0.0,1.0,0.646,0.07337718044037747,0.2741935483870968,0.833,0.0,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
0,-1.0381851835735145,1,3,-1.7472235346924665,4,2,3,0.14882231835949902,0.2757250695272149,0.16411207371135514,0.844,0.056562768086931656,0.16935483870967744,0.938,0.109,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
